OTU,Kingdom,Phylum ,Class,Order,Family,Genus,Species
New.CleanUp.ReferenceOTU4745,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU12950,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU13852,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU8070,Unassigned,,,,,,
New.CleanUp.ReferenceOTU8071,Unassigned,,,,,,
New.CleanUp.ReferenceOTU8072,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,uncultured bacterium
New.CleanUp.ReferenceOTU8073,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,
New.CleanUp.ReferenceOTU8079,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,,
New.CleanUp.ReferenceOTU1590,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU1591,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1592,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU1595,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,uncultured bacterium
New.CleanUp.ReferenceOTU1596,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU1598,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1599,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU1848,Unassigned,,,,,,
New.CleanUp.ReferenceOTU725,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,HSB OF53-F07,uncultured Ktedonobacter sp.,uncultured Ktedonobacter sp.
New.CleanUp.ReferenceOTU12890,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU729,Bacteria,Proteobacteria,Gammaproteobacteria,X35,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU728,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU3576,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU3577,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus
New.CleanUp.ReferenceOTU3578,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU6537,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1846,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia nematodiphila
New.CleanUp.ReferenceOTU1847,Unassigned,,,,,,
New.CleanUp.ReferenceOTU9032,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp. NISOC_03
New.CleanUp.ReferenceOTU9037,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1628,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1629,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1624,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1625,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus, Ambiguous_taxa
New.CleanUp.ReferenceOTU1742,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU15044,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU7509,Unassigned,,,,,,
New.CleanUp.ReferenceOTU10135,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Oryza sativa Indica Group (long-grained rice),Oryza sativa Indica Group (long-grained rice)
New.CleanUp.ReferenceOTU10133,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7501,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7500,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7503,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Candidatus Accumulibacter,Candidatus Accumulibacter sp. SK-01
New.CleanUp.ReferenceOTU5623,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia nematodiphila
New.CleanUp.ReferenceOTU5627,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU10793,Unassigned,,,,,,
New.CleanUp.ReferenceOTU10790,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU10797,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU10794,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU13446,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU13447,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,uncultured bacterium
New.CleanUp.ReferenceOTU8858,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU13440,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
New.CleanUp.ReferenceOTU13441,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU8853,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.CleanUp.ReferenceOTU8854,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.CleanUp.ReferenceOTU12797,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU15498,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7089,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU12427,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,TM146,,
New.CleanUp.ReferenceOTU19276,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU22689,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU20117,Unassigned,,,,,,
New.CleanUp.ReferenceOTU21640,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7898,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1028,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,uncultured bacterium
New.CleanUp.ReferenceOTU1029,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1020,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU1021,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU1022,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU1024,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1025,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
New.CleanUp.ReferenceOTU1026,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1027,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
New.CleanUp.ReferenceOTU17977,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14301,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU20253,Unassigned,,,,,,
New.CleanUp.ReferenceOTU3319,Unassigned,,,,,,
New.CleanUp.ReferenceOTU6849,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
New.CleanUp.ReferenceOTU1813,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU1812,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU2337,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,
New.CleanUp.ReferenceOTU2339,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2338,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU12220,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU12225,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU12224,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2548,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2549,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU2542,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2541,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2546,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2544,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU5002,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU5000,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU5006,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU5005,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU5008,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU928,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU19077,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU922,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU682,Unassigned,,,,,,
New.CleanUp.ReferenceOTU683,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
New.CleanUp.ReferenceOTU680,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium
New.CleanUp.ReferenceOTU681,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii
New.CleanUp.ReferenceOTU686,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
New.CleanUp.ReferenceOTU687,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,uncultured bacterium
New.CleanUp.ReferenceOTU684,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,uncultured bacterium
New.CleanUp.ReferenceOTU685,Bacteria,TM6 (Dependentiae),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU12913,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured bacterium
New.CleanUp.ReferenceOTU688,Unassigned,,,,,,
New.CleanUp.ReferenceOTU689,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus, Ambiguous_taxa
New.CleanUp.ReferenceOTU12917,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU8559,Bacteria,,,,,,
New.CleanUp.ReferenceOTU16214,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium, Ambiguous_taxa
New.CleanUp.ReferenceOTU974,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU977,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU973,Unassigned,,,,,,
New.CleanUp.ReferenceOTU22343,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU6061,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Brevinemataceae,Brevinema,uncultured bacterium
New.CleanUp.ReferenceOTU6067,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.CleanUp.ReferenceOTU5785,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia proteamaculans
New.CleanUp.ReferenceOTU7338,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU7339,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7337,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,
New.CleanUp.ReferenceOTU7334,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp. NISOC_03
New.CleanUp.ReferenceOTU7335,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
New.CleanUp.ReferenceOTU5873,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
New.CleanUp.ReferenceOTU5872,Unassigned,,,,,,
New.CleanUp.ReferenceOTU5874,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,TM146,uncultured actinobacterium,uncultured actinobacterium
New.CleanUp.ReferenceOTU5879,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,uncultured bacterium
New.CleanUp.ReferenceOTU5878,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
New.CleanUp.ReferenceOTU20090,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp. NISOC_03
New.CleanUp.ReferenceOTU21054,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Candidatus Cardinium,
New.CleanUp.ReferenceOTU17329,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,,
New.CleanUp.ReferenceOTU4259,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus, Ambiguous_taxa
New.CleanUp.ReferenceOTU4250,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,
New.CleanUp.ReferenceOTU4251,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
New.CleanUp.ReferenceOTU4254,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
New.CleanUp.ReferenceOTU4255,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,
New.CleanUp.ReferenceOTU4257,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU72,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU73,Unassigned,,,,,,
New.CleanUp.ReferenceOTU70,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,uncultured bacterium
New.CleanUp.ReferenceOTU71,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,uncultured bacterium
New.CleanUp.ReferenceOTU76,Bacteria,CPR2,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU77,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,uncultured bacterium
New.CleanUp.ReferenceOTU74,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. IGCAR-1/07
New.CleanUp.ReferenceOTU75,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium
New.CleanUp.ReferenceOTU78,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU79,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,uncultured bacterium
New.CleanUp.ReferenceOTU18232,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14569,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14567,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14563,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU16587,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia nematodiphila
New.CleanUp.ReferenceOTU16581,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,Candidatus Amphibiichlamydia,Candidatus Amphibiichlamydia salamandrae
New.CleanUp.ReferenceOTU16582,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia, Ambiguous_taxa
New.CleanUp.ReferenceOTU16583,Unassigned,,,,,,
New.CleanUp.ReferenceOTU14698,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14692,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14693,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14691,Unassigned,,,,,,
New.CleanUp.ReferenceOTU2946,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
New.CleanUp.ReferenceOTU2947,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.CleanUp.ReferenceOTU2945,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
New.CleanUp.ReferenceOTU2942,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
New.CleanUp.ReferenceOTU2940,Bacteria,Proteobacteria,Gammaproteobacteria,X35,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU2949,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
New.CleanUp.ReferenceOTU15776,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU9756,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7232,Unassigned,,,,,,
New.CleanUp.ReferenceOTU16871,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1518,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU1999,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. F15
New.CleanUp.ReferenceOTU1995,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,uncultured bacterium
New.CleanUp.ReferenceOTU1990,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales Incertae Sedis,Candidatus Microthrix,uncultured bacterium
New.CleanUp.ReferenceOTU1991,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,,,
New.CleanUp.ReferenceOTU1993,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,Arthrobacter sp. AB_65
New.CleanUp.ReferenceOTU13349,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,uncultured bacterium
New.CleanUp.ReferenceOTU13342,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,uncultured bacterium
New.CleanUp.ReferenceOTU13344,Bacteria,Saccharibacteria,,,,,
New.CleanUp.ReferenceOTU1513,Bacteria,Saccharibacteria,,,,,
New.CleanUp.ReferenceOTU15553,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU7901,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7902,Unassigned,,,,,,
New.CleanUp.ReferenceOTU17045,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis, Ambiguous_taxa
New.CleanUp.ReferenceOTU17042,Bacteria,Cyanobacteria,Chloroplast,,,,
New.CleanUp.ReferenceOTU17043,Unassigned,,,,,,
New.CleanUp.ReferenceOTU18238,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU18239,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU9506,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU5213,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,,
New.CleanUp.ReferenceOTU5212,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU5211,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU5219,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium
New.CleanUp.ReferenceOTU5218,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU18171,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU18170,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU6744,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU6740,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU6741,Unassigned,,,,,,
New.CleanUp.ReferenceOTU10551,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU10553,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.CleanUp.ReferenceOTU10555,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU10556,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU22796,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4878,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4879,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4872,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
